FungalSeqID,SiteId,SeqSampleNum,FireName,Library,Timepoint,Date,Latitude,Longitude,Elevation,Aspect,AspectDegrees,SampleType,SampleDepth,Plot,Subplot,Treatment,BAERsbs,AshSeverity,InitialAshDepth,TSFdays,TSFweeks,TSFmonths,AvgSolarRad,AvgWind,AvgAirTemp,AvgMeanFueTemp,AvgPerMeanHumid,TotPrecip,AvgPrecipitation
F117HolyCNF8ST4,CNF8ST4,117,Holy,Lib2,T4,11/19/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8S,Unburned,Unburned,Unburned,0,67,9,2,3.62,4,15.7,15.3,41,59,1.972666667
F118HolyCNF8WT4,CNF8WT4,118,Holy,Lib2,T4,11/19/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8W,Unburned,Unburned,Unburned,0,67,9,2,3.62,4,15.7,15.3,41,59,1.972666667
F119HolyCNF9NT4,CNF9NT4,119,Holy,Lib2,T4,11/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9N,Unburned,Unburned,Unburned,0,67,9,2,3.62,4,15.7,15.3,41,59,1.972666667
F120HolyCNF9ET4,CNF9ET4,120,Holy,Lib2,T4,11/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9E,Unburned,Unburned,Unburned,0,67,9,2,3.62,4,15.7,15.3,41,59,1.972666667
F121HolyCNF9ST4,CNF9ST4,121,Holy,Lib2,T4,11/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9S,Unburned,Unburned,Unburned,0,67,9,2,3.62,4,15.7,15.3,41,59,1.972666667
F123HolyCNF9WT4,CNF9WT4,123,Holy,Lib2,T4,11/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9W,Unburned,Unburned,Unburned,0,67,9,2,3.62,4,15.7,15.3,41,59,1.972666667
F124HolyCNF9NT3,CNF9NT3,124,Holy,Lib2,T3,10/17/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9N,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F125HolyCNF9ET3,CNF9ET3,125,Holy,Lib2,T3,10/17/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9E,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F126HolyCNF9ST3,CNF9ST3,126,Holy,Lib2,T3,10/17/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9S,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F127HolyCNF9WT3,CNF9WT3,127,Holy,Lib2,T3,10/17/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9W,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F128HolyCNF8NT3,CNF8NT3,128,Holy,Lib2,T3,10/17/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8N,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F129HolyCNF8ET3,CNF8ET3,129,Holy,Lib2,T3,10/17/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8E,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F130HolyCNF8ST3,CNF8ST3,130,Holy,Lib2,T3,10/17/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8S,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F131HolyCNF8WT3,CNF8WT3,131,Holy,Lib2,T3,10/17/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8W,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F132HolyCNF7NT3,CNF7NT3,132,Holy,Lib2,T3,10/17/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7N,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F133HolyCNF7ET3,CNF7ET3,133,Holy,Lib2,T3,10/17/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7E,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F134HolyCNF7ST3,CNF7ST3,134,Holy,Lib2,T3,10/17/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7S,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F135HolyCNF7WT3,CNF7WT3,135,Holy,Lib2,T3,10/17/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7W,Unburned,Unburned,Unburned,0,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F136HolyCNF6NT3,CNF6NT3,136,Holy,Lib2,T3,10/17/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6N,Burned,Moderate,Moderate,1.9,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F137HolyCNF6ET3,CNF6ET3,137,Holy,Lib2,T3,10/17/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6E,Burned,Moderate,High,11.8,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F138HolyCNF6WT3,CNF6WT3,138,Holy,Lib2,T3,10/17/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6W,Burned,Moderate,Moderate,2,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F139HolyCNF6ST3,CNF6ST3,139,Holy,Lib2,T3,10/17/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6S,Burned,Moderate,High,5.5,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F140HolyCNF4ET3,CNF4ET3,140,Holy,Lib2,T3,10/17/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4E,Burned,Moderate,High,4.7,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F141HolyCNF4ST3,CNF4ST3,141,Holy,Lib2,T3,10/17/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4S,Burned,Moderate,Moderate,2.5,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F142HolyCNF4WT3,CNF4WT3,142,Holy,Lib2,T3,10/17/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4W,Burned,Moderate,Moderate,3,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F143HolyCNF4NT3,CNF4NT3,143,Holy,Lib2,T3,10/17/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4N,Burned,Moderate,Low,0.5,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F144HolyCNF3ST3,CNF3ST3,144,Holy,Lib2,T3,10/17/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3S,Burned,Moderate,Low,1.3,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F145HolyCNF3NT3,CNF3NT3,145,Holy,Lib2,T3,10/17/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3N,Burned,Moderate,High,4.5,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F147HolyCNF3ET3,CNF3ET3,147,Holy,Lib2,T3,10/17/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3E,Burned,Moderate,High,4,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F148HolyCNF3WT3,CNF3WT3,148,Holy,Lib2,T3,10/17/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3W,Burned,Moderate,Moderate,2,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F149HolyCNF2NT3,CNF2NT3,149,Holy,Lib2,T3,10/17/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2N,Burned,Moderate,High,6,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F150HolyCNF2ET3,CNF2ET3,150,Holy,Lib2,T3,10/17/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2E,Burned,Moderate,High,4,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F151HolyCNF2ST3,CNF2ST3,151,Holy,Lib2,T3,10/17/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2S,Burned,Moderate,High,6,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F152HolyCNF2WT3,CNF2WT3,152,Holy,Lib2,T3,10/17/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2W,Burned,Moderate,High,6,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F153HolyCNF1NT3,CNF1NT3,153,Holy,Lib2,T3,10/17/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1N,Burned,Moderate,High,7,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F154HolyCNF1ET3,CNF1ET3,154,Holy,Lib2,T3,10/17/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1E,Burned,Moderate,Low,1,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F155HolyCNF1ST3,CNF1ST3,155,Holy,Lib2,T3,10/17/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1S,Burned,Moderate,High,7.5,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F156HolyCNF1WT3,CNF1WT3,156,Holy,Lib2,T3,10/17/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1W,Burned,Moderate,High,4,34,4.5,1,4.48,3.2,18.9,19,50,21,0.679677419
F157HolyCNF1NT2,CNF1NT2,157,Holy,Lib2,T2,10/8/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1N,Burned,Moderate,High,7,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F158HolyCNF1ET2,CNF1ET2,158,Holy,Lib2,T2,10/8/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1E,Burned,Moderate,Low,1,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F159HolyCNF1ST2,CNF1ST2,159,Holy,Lib2,T2,10/8/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1S,Burned,Moderate,High,7.5,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F160HolyCNF2NT2,CNF2NT2,160,Holy,Lib2,T2,10/8/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2N,Burned,Moderate,High,6,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F161HolyCNF2ET2,CNF2ET2,161,Holy,Lib2,T2,10/8/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2E,Burned,Moderate,High,4,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F162HolyCNF2ST2,CNF2ST2,162,Holy,Lib2,T2,10/8/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2S,Burned,Moderate,High,6,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F164HolyCNF3NT2,CNF3NT2,164,Holy,Lib2,T2,10/8/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3N,Burned,Moderate,High,4.5,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F166HolyCNF3ST2,CNF3ST2,166,Holy,Lib2,T2,10/8/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3S,Burned,Moderate,Low,1.3,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F167HolyCNF3WT2,CNF3WT2,167,Holy,Lib2,T2,10/8/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3W,Burned,Moderate,Moderate,2,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F168HolyCNF4NT2,CNF4NT2,168,Holy,Lib2,T2,10/8/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4N,Burned,Moderate,Low,0.5,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F169HolyCNF4ET2,CNF4ET2,169,Holy,Lib2,T2,10/8/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4E,Burned,Moderate,High,4.7,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F171HolyCNF4ST2,CNF4ST2,171,Holy,Lib2,T2,10/8/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4S,Burned,Moderate,Moderate,2.5,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F172HolyCNF4WT2,CNF4WT2,172,Holy,Lib2,T2,10/8/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4W,Burned,Moderate,Moderate,3,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F173HolyCNF6NT2,CNF6NT2,173,Holy,Lib2,T2,10/8/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6N,Burned,Moderate,Moderate,1.9,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F174HolyCNF6ET2,CNF6ET2,174,Holy,Lib2,T2,10/8/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6E,Burned,Moderate,High,11.8,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F175HolyCNF6ST2,CNF6ST2,175,Holy,Lib2,T2,10/8/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6S,Burned,Moderate,High,5.5,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F176HolyCNF6WT2,CNF6WT2,176,Holy,Lib2,T2,10/8/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6W,Burned,Moderate,Moderate,2,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F177HolyCNF7NT2,CNF7NT2,177,Holy,Lib2,T2,10/8/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7N,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F178HolyCNF7ET2,CNF7ET2,178,Holy,Lib2,T2,10/8/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7E,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F179HolyCNF7ST2,CNF7ST2,179,Holy,Lib2,T2,10/8/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7S,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F180HolyCNF7WT2,CNF7WT2,180,Holy,Lib2,T2,10/8/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7W,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F181HolyCNF8NT2,CNF8NT2,181,Holy,Lib2,T2,10/8/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8N,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F182HolyCNF8ET2,CNF8ET2,182,Holy,Lib2,T2,10/8/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8E,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F183HolyCNF8ST2,CNF8ST2,183,Holy,Lib2,T2,10/8/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8S,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F184HolyCNF8WT2,CNF8WT2,184,Holy,Lib2,T2,10/8/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8W,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F185HolyCNF9NT2,CNF9NT2,185,Holy,Lib2,T2,10/8/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9N,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F187HolyCNF9ET2,CNF9ET2,187,Holy,Lib2,T2,10/8/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9E,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F188HolyCNF9ST2,CNF9ST2,188,Holy,Lib2,T2,10/8/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9S,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F189HolyCNF9WT2,CNF9WT2,189,Holy,Lib2,T2,10/8/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9W,Unburned,Unburned,Unburned,0,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F190HolyCNF8NT1,CNF8NT1,190,Holy,Lib2,T1,9/30/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8N,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F191HolyCNF8ET1,CNF8ET1,191,Holy,Lib2,T1,9/30/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8E,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F192HolyCNF8ST1,CNF8ST1,192,Holy,Lib2,T1,9/30/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8S,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F193HolyCNF8WT1,CNF8WT1,193,Holy,Lib2,T1,9/30/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8W,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F194HolyCNF7_NT1,CNF7NT1,194,Holy,Lib2,T1,9/30/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7N,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F195HolyCNF7ET1,CNF7ET1,195,Holy,Lib2,T1,9/30/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7E,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F196HolyCNF7ST1,CNF7ST1,196,Holy,Lib2,T1,9/30/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7S,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F197HolyCNF7WT1,CNF7WT1,97,Holy,Lib2,T1,9/30/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7W,Unburned,Unburned,Unburned,0,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F198HolyCNF6NT1,CNF6NT1,198,Holy,Lib2,T1,9/30/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6N,Burned,Moderate,Moderate,1.9,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F199HolyCNF6ET1,CNF6ET1,199,Holy,Lib2,T1,9/30/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6E,Burned,Moderate,High,11.8,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F200HolyCNF6ST1,CNF6ST1,200,Holy,Lib2,T1,9/30/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6S,Burned,Moderate,High,5.5,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F201HolyCNF6WT1,CNF6WT1,201,Holy,Lib2,T1,9/30/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6W,Burned,Moderate,Moderate,2,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F202HolyCNF4NT1,CNF4NT1,202,Holy,Lib2,T1,9/30/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4N,Burned,Moderate,Low,0.5,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F203HolyCNF4ET1,CNF4ET1,203,Holy,Lib2,T1,9/30/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4E,Burned,Moderate,High,4.7,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F204HolyCNF4ST1,CNF4ST1,204,Holy,Lib2,T1,9/30/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4S,Burned,Moderate,Moderate,2.5,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F205HolyCNF4WT1,CNF4WT1,205,Holy,Lib2,T1,9/30/18,33.68456097,-117.457109,1260,Southeast,120,Soil,10,CNF04,4W,Burned,Moderate,Moderate,3,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F207HolyCNF3NT1,CNF3NT1,207,Holy,Lib2,T1,9/30/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3N,Burned,Moderate,High,4.5,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F209HolyCNF3ST1,CNF3ST1,209,Holy,Lib2,T1,9/30/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3S,Burned,Moderate,Low,1.3,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F210HolyCNF3WT1,CNF3WT1,210,Holy,Lib2,T1,9/30/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3W,Burned,Moderate,Moderate,2,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F211HolyCNF2NT1,CNF2NT1,211,Holy,Lib2,T1,9/30/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2N,Burned,Moderate,High,6,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F213HolyCNF2ST1,CNF2ST1,213,Holy,Lib2,T1,9/30/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2S,Burned,Moderate,High,6,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F214HolyCNF2WT1,CNF2WT1,214,Holy,Lib2,T1,9/30/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2W,Burned,Moderate,High,6,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F215HolyCNF1NT1,CNF1NT1,215,Holy,Lib2,T1,9/30/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1N,Burned,Moderate,High,7,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F216HolyCNF1ET1,CNF1ET1,216,Holy,Lib2,T1,9/30/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1E,Burned,Moderate,Low,1,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F217HolyCNF1ST1,CNF1ST1,217,Holy,Lib2,T1,9/30/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1S,Burned,Moderate,High,7.5,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F218HolyCNF1WT1,CNF1WT1,218,Holy,Lib2,T1,9/30/18,33.69009898,-117.463133,1228,Sourh,200,Soil,10,CNF01,1W,Burned,Moderate,High,4,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F219HolyCNF9NT7,CNF9NT7,219,Holy,Lib2,T7,3/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9N,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F220HolyCNF9ET7,CNF9ET7,220,Holy,Lib2,T7,3/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9E,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F221HolyCNF9ST7,CNF9ST7,221,Holy,Lib2,T7,3/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9S,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F222HolyCNF9WT7,CNF9WT7,222,Holy,Lib2,T7,3/19/18,33.66779901,-117.455492,1240,Southeast,-,Soil,10,CNF09,9W,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F223HolyCNF8NT7,CNF8NT7,223,Holy,Lib2,T7,3/19/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8N,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F224HolyCNF8ET7,CNF8ET7,334,Holy,Lib2,T7,3/19/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8E,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F225HolyCNF8ST7,CNF8ST7,225,Holy,Lib2,T7,3/19/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8S,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F226HolyCNF8WT7,CNF8WT7,226,Holy,Lib2,T7,3/19/18,33.66813001,-117.45604,1250,Southwest,221,Soil,10,CNF08,8W,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F227HolyCNF7NT7,CNF7NT7,227,Holy,Lib3,T7,3/19/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7N,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F163HolyCNF2bWT2,CNF2WT2,163,Holy,Lib2,T2,10/8/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2W,Burned,Moderate,High,6,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F165HolyCNF3bET2,CNF3ET2,165,Holy,Lib2,T2,10/8/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3E,Burned,Moderate,High,4,25,3,0.8,4.48,3.2,18.9,19,50,21,0.679677419
F208HolyCNF3bET1,CNF03ETP1,208,Holy,Lib2,T1,9/30/18,33.69325502,-117.466555,1237,Southwest,222,Soil,10,CNF03,3,Burned,Moderate,High,4,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F212HolyCNF2bET1,CNF02ETP1,212,Holy,Lib3,T1,9/30/18,33.69537304,-117.471397,1260,Southwest,242,Soil,10,CNF02,2,Burned,Moderate,High,4,17,2,0.5,24.2125,6.5,71.6,75.2,63,0,0
F228HolyCNF7ET7,CNF7ET7,228,Holy,Lib3,T7,3/19/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7E,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F229HolyCNF7ST7,CNF7ST7,229,Holy,Lib3,T7,3/19/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7S,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F230HolyCNF7WT7,CNF7WT7,230,Holy,Lib3,T7,3/19/18,33.67135101,-117.458591,1283,Southwest,232,Soil,10,CNF07,7W,Unburned,Unburned,Unburned,0,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
F231HolyCNF6NT7,CNF6NT7,231,Holy,Lib3,T7,3/19/18,33.67167497,-117.458871,1285,Southwest,212,Soil,10,CNF06,6N,Burned,Moderate,Moderate,1.9,187,25,6,4.88,3.9,11.4,12.1,69,77,2.482258065
